date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
2025-10-09,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Urgent Support for war affected people through providing them by food assistance and implementing small gardens initiatives
Project Start Date: 2025-10-05 - Project End Date: 2026-04-04
Project Code: CBPF-OPT-25-R-NGO-37624
Emergency Type: Conflict - Displacement",399999,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Union of Agricultural Work Committees,NGOs,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,internal,single,paid,2025-10-06,2025-10-08,,,,,363984,CBPF-OPT-25-R-NGO-37624,2025-10-12,2025-10-13
2025-10-08,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Provision of emergency multi sectoral purpose Cash assistance to families affected by settler violence mass incidents
Project Start Date: 2025-10-01 - Project End Date: 2026-03-31
Project Code: CBPF-OPT-25-R-INGO-37606
Emergency Type: Conflict - Displacement",0,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Première Urgence Internationale,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Parked,Traditional aid,internal,single,paid,2025-10-02,2025-10-06,,,,,363809,CBPF-OPT-25-R-INGO-37606,2025-10-10,2025-10-10
2025-10-08,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Provision of emergency multi sectoral purpose Cash assistance to families affected by settler violence mass incidents
Project Start Date: 2025-10-01 - Project End Date: 2026-03-31
Project Code: CBPF-OPT-25-R-INGO-37606
Emergency Type: Conflict - Displacement",1,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Première Urgence Internationale,NGOs,Emergency Shelter and NFI,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),internal,single,paid,2025-10-02,2025-10-06,,,,,363810,CBPF-OPT-25-R-INGO-37606,2025-10-10,2025-10-10
2025-10-08,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Provision of emergency multi sectoral purpose Cash assistance to families affected by settler violence mass incidents
Project Start Date: 2025-10-01 - Project End Date: 2026-03-31
Project Code: CBPF-OPT-25-R-INGO-37606
Emergency Type: Conflict - Displacement",299999,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Première Urgence Internationale,NGOs,Emergency Shelter and NFI,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,internal,single,paid,2025-10-02,2025-10-06,,,,,363811,CBPF-OPT-25-R-INGO-37606,2025-10-10,2025-10-10
2025-10-08,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Improving Living Conditions in Underserved Sites through Emergency Shelter Support
Project Start Date: 2025-10-06 - Project End Date: 2026-10-04
Project Code: CBPF-OPT-25-R-INGO-37626
Emergency Type: Conflict - Displacement",0,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Agency for Technical Cooperation and Development,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Parked,Traditional aid,internal,single,paid,2025-10-02,2025-10-06,,,,,363812,CBPF-OPT-25-R-INGO-37626,2025-10-10,2025-10-10
2025-10-08,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Improving Living Conditions in Underserved Sites through Emergency Shelter Support
Project Start Date: 2025-10-06 - Project End Date: 2026-10-04
Project Code: CBPF-OPT-25-R-INGO-37626
Emergency Type: Conflict - Displacement",800000,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Agency for Technical Cooperation and Development,NGOs,Emergency Shelter and NFI,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,internal,single,paid,2025-10-02,2025-10-06,,,,,363813,CBPF-OPT-25-R-INGO-37626,2025-10-10,2025-10-10
2025-10-08,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Providing lifesaving and emergency assistance to vulnerable households in the West Bank, through the provision of EMPCA to meet most urgent needs.
Project Start Date: 2025-10-01 - Project End Date: 2026-03-31
Project Code: CBPF-OPT-25-R-INGO-37663
Emergency Type: Conflict - Displacement",0,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Agency for Technical Cooperation and Development,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Parked,Traditional aid,internal,single,paid,2025-10-02,2025-10-06,,,,,363814,CBPF-OPT-25-R-INGO-37663,2025-10-10,2025-10-10
2025-10-08,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Providing lifesaving and emergency assistance to vulnerable households in the West Bank, through the provision of EMPCA to meet most urgent needs.
Project Start Date: 2025-10-01 - Project End Date: 2026-03-31
Project Code: CBPF-OPT-25-R-INGO-37663
Emergency Type: Conflict - Displacement",700000,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Agency for Technical Cooperation and Development,NGOs,Multipurpose Cash,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),internal,single,paid,2025-10-02,2025-10-06,,,,,363815,CBPF-OPT-25-R-INGO-37663,2025-10-10,2025-10-10
2025-10-08,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Emergency Shelter and NFI Support for Vulnerable, Displaced, and Returnee Households Affected by Gaza Conflict
Project Start Date: 2025-10-08 - Project End Date: 2026-08-07
Project Code: CBPF-OPT-25-R-INGO-37665
Emergency Type: Conflict - Displacement",0,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Première Urgence Internationale,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Parked,Traditional aid,internal,single,paid,2025-10-02,2025-10-06,,,,,363816,CBPF-OPT-25-R-INGO-37665,2025-10-10,2025-10-10
2025-10-08,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Emergency Shelter and NFI Support for Vulnerable, Displaced, and Returnee Households Affected by Gaza Conflict
Project Start Date: 2025-10-08 - Project End Date: 2026-08-07
Project Code: CBPF-OPT-25-R-INGO-37665
Emergency Type: Conflict - Displacement",1,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Première Urgence Internationale,NGOs,Emergency Shelter and NFI,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),internal,single,paid,2025-10-02,2025-10-06,,,,,363817,CBPF-OPT-25-R-INGO-37665,2025-10-10,2025-10-10
2025-10-08,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Emergency Shelter and NFI Support for Vulnerable, Displaced, and Returnee Households Affected by Gaza Conflict
Project Start Date: 2025-10-08 - Project End Date: 2026-08-07
Project Code: CBPF-OPT-25-R-INGO-37665
Emergency Type: Conflict - Displacement",799999,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Première Urgence Internationale,NGOs,Emergency Shelter and NFI,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,internal,single,paid,2025-10-02,2025-10-06,,,,,363818,CBPF-OPT-25-R-INGO-37665,2025-10-10,2025-10-10
2025-10-08,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
48 hr Emergency Shelter and NFI Response for Displaced Populations Across High-Risk Areas of the West Bank
Project Start Date: 2025-10-01 - Project End Date: 2026-03-31
Project Code: CBPF-OPT-25-R-NGO-37671
Emergency Type: Conflict - Displacement",0,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,MA’AN Development Center,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Parked,Traditional aid,internal,single,paid,2025-09-30,2025-10-06,,,,,363819,CBPF-OPT-25-R-NGO-37671,2025-10-10,2025-10-10
2025-10-08,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
48 hr Emergency Shelter and NFI Response for Displaced Populations Across High-Risk Areas of the West Bank
Project Start Date: 2025-10-01 - Project End Date: 2026-03-31
Project Code: CBPF-OPT-25-R-NGO-37671
Emergency Type: Conflict - Displacement",294082,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,MA’AN Development Center,NGOs,Emergency Shelter and NFI,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,internal,single,paid,2025-09-30,2025-10-06,,,,,363820,CBPF-OPT-25-R-NGO-37671,2025-10-10,2025-10-10
2025-10-08,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Gaza health response
Project Start Date: 2025-10-06 - Project End Date: 2026-07-05
Project Code: CBPF-OPT-25-R-NGO-37697
Emergency Type: Conflict - Displacement",0,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Palestinian Medical Relief Society,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Parked,Traditional aid,internal,single,paid,2025-10-02,2025-10-06,,,,,363821,CBPF-OPT-25-R-NGO-37697,2025-10-10,2025-10-10
2025-10-08,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Gaza health response
Project Start Date: 2025-10-06 - Project End Date: 2026-07-05
Project Code: CBPF-OPT-25-R-NGO-37697
Emergency Type: Conflict - Displacement",299996,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Palestinian Medical Relief Society,NGOs,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,internal,single,paid,2025-10-02,2025-10-06,,,,,363822,CBPF-OPT-25-R-NGO-37697,2025-10-10,2025-10-10
2025-10-06,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Emergency WASH Response for Displacement-Affected Communities in Gaza Strip
Project Start Date: 2025-10-06 - Project End Date: 2026-04-05
Project Code: CBPF-OPT-25-R-INGO-37639
Emergency Type: Conflict - Displacement",0,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Acción Contra el Hambre - Spain,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Parked,Traditional aid,internal,single,paid,2025-10-02,2025-10-03,,,,,363741,CBPF-OPT-25-R-INGO-37639,2025-10-08,2025-10-08
2025-10-06,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Emergency WASH Response for Displacement-Affected Communities in Gaza Strip
Project Start Date: 2025-10-06 - Project End Date: 2026-04-05
Project Code: CBPF-OPT-25-R-INGO-37639
Emergency Type: Conflict - Displacement",800000,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Acción Contra el Hambre - Spain,NGOs,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,internal,single,paid,2025-10-02,2025-10-03,,,,,363742,CBPF-OPT-25-R-INGO-37639,2025-10-08,2025-10-08
2025-10-06,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Emergency WASH Response for Timely Action in the West Bank – 48-Hour
Project Start Date: 2025-10-01 - Project End Date: 2026-03-31
Project Code: CBPF-OPT-25-R-NGO-37630
Emergency Type: Conflict - Displacement",0,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Agriculture Development Association,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Parked,Traditional aid,internal,single,paid,2025-09-29,2025-10-03,,,,,363743,CBPF-OPT-25-R-NGO-37630,2025-10-08,2025-10-08
2025-10-06,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Emergency WASH Response for Timely Action in the West Bank – 48-Hour
Project Start Date: 2025-10-01 - Project End Date: 2026-03-31
Project Code: CBPF-OPT-25-R-NGO-37630
Emergency Type: Conflict - Displacement",300000,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Agriculture Development Association,NGOs,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,internal,single,paid,2025-09-29,2025-10-03,,,,,363744,CBPF-OPT-25-R-NGO-37630,2025-10-08,2025-10-08
2025-10-03,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Essential medical supplies and support to patients requiring critical elective surgeries in Gaza strip.
Project Start Date: 2025-10-07 - Project End Date: 2026-10-04
Project Code: CBPF-OPT-25-R-INGO-37635
Emergency Type: Conflict - Displacement",0,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Medical Aid for Palestinians,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Parked,Traditional aid,internal,single,paid,2025-10-01,2025-10-02,,,,,363686,CBPF-OPT-25-R-INGO-37635,2025-10-04,2025-10-07
2025-10-03,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Essential medical supplies and support to patients requiring critical elective surgeries in Gaza strip.
Project Start Date: 2025-10-07 - Project End Date: 2026-10-04
Project Code: CBPF-OPT-25-R-INGO-37635
Emergency Type: Conflict - Displacement",600000,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Medical Aid for Palestinians,NGOs,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,internal,single,paid,2025-10-01,2025-10-02,,,,,363687,CBPF-OPT-25-R-INGO-37635,2025-10-04,2025-10-07
2025-10-03,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Emergency Food Parcel Distribution for Affected and Vulnerable Households in Khan Younis
Project Start Date: 2025-10-08 - Project End Date: 2026-04-07
Project Code: CBPF-OPT-25-R-NGO-37618
Emergency Type: Conflict - Displacement",0,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Palestinian Al Nakheel Association for Progress and Development,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Parked,Traditional aid,internal,single,paid,2025-10-01,2025-10-02,,,,,363688,CBPF-OPT-25-R-NGO-37618,2025-10-04,2025-10-07
2025-10-03,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Emergency Food Parcel Distribution for Affected and Vulnerable Households in Khan Younis
Project Start Date: 2025-10-08 - Project End Date: 2026-04-07
Project Code: CBPF-OPT-25-R-NGO-37618
Emergency Type: Conflict - Displacement",400000,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Palestinian Al Nakheel Association for Progress and Development,NGOs,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,internal,single,paid,2025-10-01,2025-10-02,,,,,363689,CBPF-OPT-25-R-NGO-37618,2025-10-04,2025-10-07
2025-10-03,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Enhancing Emergency WASH Services in Khan Younis
Project Start Date: 2025-10-08 - Project End Date: 2026-04-07
Project Code: CBPF-OPT-25-R-NGO-37632
Emergency Type: Conflict - Displacement",0,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Palestinian Al Nakheel Association for Progress and Development,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Parked,Traditional aid,internal,single,paid,2025-10-01,2025-10-02,,,,,363690,CBPF-OPT-25-R-NGO-37632,2025-10-04,2025-10-07
2025-10-03,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Enhancing Emergency WASH Services in Khan Younis
Project Start Date: 2025-10-08 - Project End Date: 2026-04-07
Project Code: CBPF-OPT-25-R-NGO-37632
Emergency Type: Conflict - Displacement",200000,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Palestinian Al Nakheel Association for Progress and Development,NGOs,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),internal,single,paid,2025-10-01,2025-10-02,,,,,363691,CBPF-OPT-25-R-NGO-37632,2025-10-04,2025-10-07
2025-10-03,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Enhancing Emergency WASH Services in Khan Younis
Project Start Date: 2025-10-08 - Project End Date: 2026-04-07
Project Code: CBPF-OPT-25-R-NGO-37632
Emergency Type: Conflict - Displacement",500000,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Palestinian Al Nakheel Association for Progress and Development,NGOs,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,internal,single,paid,2025-10-01,2025-10-02,,,,,363692,CBPF-OPT-25-R-NGO-37632,2025-10-04,2025-10-07
2025-10-03,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Providing life-saving emergency Cash Voucher Assistance (CVA) and hot meals to newly displaced households impacted by settler violence and military op
Project Start Date: 2025-10-01 - Project End Date: 2026-03-31
Project Code: CBPF-OPT-25-R-NGO-37636
Emergency Type: Conflict - Violence/clashes",0,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Agriculture Development Association,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Parked,Traditional aid,internal,single,paid,2025-10-01,2025-10-02,,,,,363693,CBPF-OPT-25-R-NGO-37636,2025-10-04,2025-10-07
2025-10-03,2025,"Allocation Type: Reserve - Third Reserve Allocation 2025 [Track 2: 48-Hour Allocation]
Providing life-saving emergency Cash Voucher Assistance (CVA) and hot meals to newly displaced households impacted by settler violence and military op
Project Start Date: 2025-10-01 - Project End Date: 2026-03-31
Project Code: CBPF-OPT-25-R-NGO-37636
Emergency Type: Conflict - Violence/clashes",369864,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Agriculture Development Association,NGOs,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,internal,single,paid,2025-10-01,2025-10-02,,,,,363694,CBPF-OPT-25-R-NGO-37636,2025-10-04,2025-10-07
2025-09-11,2025,"Allocation Type: Reserve - First Reserve Allocation 2025
Emergency MPCA to Vulnerable and Crises Affected Returnee IDP Households in Gaza
Project Start Date: 2025-03-27 - Project End Date: 2025-09-26
Project Code: CBPF-OPT-25-R-INGO-34945
Emergency Type: Conflict - Displacement",0,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Catholic Relief Services,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Parked,Traditional aid,internal,single,paid,2025-03-21,2025-03-25,,,,,340008,CBPF-OPT-25-R-INGO-34945,2025-09-28,2025-10-13
2025-09-11,2025,"Allocation Type: Reserve - First Reserve Allocation 2025
Emergency MPCA to Vulnerable and Crises Affected Returnee IDP Households in Gaza
Project Start Date: 2025-03-27 - Project End Date: 2025-09-26
Project Code: CBPF-OPT-25-R-INGO-34945
Emergency Type: Conflict - Displacement",449979,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Catholic Relief Services,NGOs,Multipurpose Cash,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),internal,single,paid,2025-03-21,2025-03-25,,,,,340009,CBPF-OPT-25-R-INGO-34945,2025-09-28,2025-10-13
2025-08-13,2025,Family Hygiene Kit for Gaza,63846,United Nations Children's Fund,Multilateral Organizations,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,"Health,Nutrition",PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Pass through,Traditional aid,internal,single,paid,2025-07-29,2025-01-07,,,,,356910,IR25GA1,2025-08-13,2025-08-13
2025-08-13,2025,Family Hygiene Kit for Gaza,850998,United Nations Children's Fund,Multilateral Organizations,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Pass through,Traditional aid,internal,single,paid,2025-07-29,2025-01-07,,,,,356911,IR25GA1,2025-08-13,2025-08-13
2025-08-13,2025,Family Hygiene Kit for Gaza,147460,United Nations Children's Fund,Multilateral Organizations,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Pass through,Traditional aid,internal,single,paid,2025-07-29,2025-01-07,,,,,356912,IR25GA1,2025-08-13,2025-08-13
2025-08-13,2025,"Emergency Health and Nutrition
Health and Nutrition supplies",185955,United Nations Children's Fund,Multilateral Organizations,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,"Health,Nutrition",PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Pass through,Traditional aid,internal,single,paid,2025-07-29,2025-03-24,,,,,356913,IR25G04,2025-08-13,2025-08-13
2025-08-13,2025,"Protection
Dignity Kits for GFO     Gaza",2636560,World Health Organization,Multilateral Organizations,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Protection - Gender-Based Violence,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Pass through,Traditional aid,internal,single,paid,2025-07-29,2025-03-09,,,,,356919,IR25G03,2025-08-13,2025-08-13
2025-08-13,2025,"Food Security	
Wheat Flour for Gaza",443429,World Food Programme,Multilateral Organizations,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Pass through,Traditional aid,internal,single,paid,2025-07-29,2025-04-05,,,,,356920,IR25G11,2025-08-13,2025-08-13
2025-08-13,2025,"Water, Sanitation and Hygiene
100 KVA generators in Gaza",30000,International Development and Relief Foundation,NGOs,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Pass through,Traditional aid,internal,single,paid,2025-07-29,2025-04-09,,,,,356921,IR25G13,2025-08-13,2025-08-13
2025-07-21,2025,"Allocation Type: Reserve - Second Reserve Allocation 2025
Provision of Multi Purpose Cash Assistance (MPCA) for Displaced Families in Northern West Bank
Project Start Date: 2025-04-16 - Project End Date: 2025-08-15
Project Code: CBPF-OPT-25-R-NGO-35248
Emergency Type: Conflict - Displacement",0,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,MA’AN Development Center,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Parked,Traditional aid,internal,single,paid,2025-04-17,2025-04-23,,,,,342006,CBPF-OPT-25-R-NGO-35248,2025-08-17,2025-08-18
2025-07-21,2025,"Allocation Type: Reserve - Second Reserve Allocation 2025
Provision of Multi Purpose Cash Assistance (MPCA) for Displaced Families in Northern West Bank
Project Start Date: 2025-04-16 - Project End Date: 2025-08-15
Project Code: CBPF-OPT-25-R-NGO-35248
Emergency Type: Conflict - Displacement",600000,Occupied Palestinian Territory Humanitarian Fund,Pooled Funds,PSE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,MA’AN Development Center,NGOs,Multipurpose Cash,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),internal,single,paid,2025-04-17,2025-04-23,,,,,342007,CBPF-OPT-25-R-NGO-35248,2025-08-17,2025-08-18
